Away,AwayProjectedTotal,AwayScore,Home,HomeProjectedTotal,HomeScore,OU,Line,Favorite,Date,Season,Winner,LineWinner,OverUnder,WinnerFavorite,LineWinnerFavorite,AwayBack2Back,HomeBack2Back,,,
MIN,82.25,100,SEA,79.25,77,161.5,-3,Away,6/3/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
DAL,80,85,IND,84,91,164,-4,Home,6/3/2017,2017,Home,Home,Over,Favorite,Favorite,Back,,,,
CONN,80.5,85,SA,75.5,77,156,-5,Away,6/3/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
ATL,78.25,72,WAS,83.75,78,162,-5.5,Home,6/4/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
PHO,81.25,72,NEW,76.75,88,158,-4.5,Away,6/4/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
WAS,85.25,101,DAL,81.75,89,167,-3.5,Away,6/6/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
CHI,77.5,70,LOS,90.5,79,168,-13,Home,6/6/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
WAS,85.25,101,DAL,81.75,89,167,-3.5,Away,6/6/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
SEA,83.25,85,SA,75.25,76,158.5,-8,Away,6/6/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
ATL,77,61,NEW,81.5,76,158.5,-4.5,Home,6/7/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
MIN,82.5,98,WAS,74.5,73,157,-8,Away,6/9/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
LOS,86.75,90,DAL,79.25,96,166,-7.5,Away,6/9/2017,2017,Home,Home,Over,Underdog,Underdog,Front,,,,
MIN,82.5,98,WAS,74.5,73,157,-8,Away,6/9/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
SEA,84.25,80,IND,78.25,83,162.5,-6,Away,6/9/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
ATL,78,71,CONN,81.5,104,159.5,-3.5,Home,6/10/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
LOS,80.75,89,PHO,80.75,87,161.5,PK,Pick,6/10/2017,2017,Away,,Over,,,Back,,,,
ATL,78,71,CONN,81.5,104,159.5,-3.5,Home,6/10/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
IND,78.5,70,WAS,86.5,88,165,-8,Home,6/11/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
MIN,90.75,91,DAL,80.75,74,171.5,-10,Away,6/11/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
IND,78.5,70,WAS,86.5,88,165,-8,Home,6/11/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SEA,78.25,86,NEW,81.25,94,159.5,-3,Home,6/11/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
DAL,80,87,LOS,91.5,97,171.5,-11.5,Home,6/13/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
NEW,80,76,CONN,82,96,162,-2,Home,6/14/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
ATL,80.5,74,IND,84.5,85,165,-4,Home,6/15/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SA,74.25,75,LOS,88.25,80,162.5,-14,Home,6/15/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
CHI,77.5,78,PHO,87,86,164.5,-9.5,Home,6/16/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
CONN,76.5,98,MIN,86,93,162.5,-9.5,Home,6/17/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
DAL,84,87,WAS,92,83,176,-8,Home,6/18/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
IND,82.25,91,CHI,81.25,79,163.5,-1,Away,6/18/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
DAL,84,87,WAS,92,83,176,-8,Home,6/18/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
PHO,78.5,59,LOS,86,90,164.5,-7.5,Home,6/18/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SA,75.5,57,SEA,86,75,161.5,-10.5,Home,6/18/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
PHO,78.5,59,LOS,86,90,164.5,-7.5,Home,6/18/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SA,79.25,78,DAL,86.25,81,165.5,-7,Home,6/21/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
CHI,80,82,ATL,83,78,163,-3,Home,6/23/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
WAS,78.5,76,MIN,88,93,166.5,-9.5,Home,6/23/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
PHO,78,85,SEA,83,82,161,-5,Home,6/23/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
CONN,79.25,94,NEW,83.75,89,163,-4.5,Home,6/23/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
DAL,83.5,81,SA,80.5,69,164,-3,Away,6/23/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
CONN,79.25,94,NEW,83.75,89,163,-4.5,Home,6/23/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
LOS,86,84,IND,80,73,166,-6,Away,6/24/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
CONN,89.5,82,DAL,84.5,96,174,-5,Away,6/25/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
SA,68.5,78,MIN,87,87,155.5,-18.5,Home,6/25/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
CONN,89.5,82,DAL,84.5,96,174,-5,Away,6/25/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
WAS,89,97,CHI,83.5,63,172.5,-5.5,Away,6/25/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
SEA,80.75,70,WAS,85.75,100,166.5,-5,Home,6/27/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
LOS,85.75,87,CONN,83.25,79,169,-2.5,Away,6/27/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
IND,84.25,82,CHI,81.25,75,165.5,-3,Away,6/28/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
NEW,81.5,54,WAS,88.5,67,170,-7,Home,6/29/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SEA,80.5,89,CONN,87,96,167.5,-6.5,Home,6/29/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
LOS,82.5,85,ATL,75,76,157.5,-7.5,Away,6/30/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
MIN,85.25,91,PHO,77.75,83,163,-7.5,Away,6/30/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
LOS,82.5,85,ATL,75,76,157.5,-7.5,Away,6/30/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
CHI,80,82,SA,77.5,89,157.5,-2.5,Away,6/30/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
CONN,85.25,91,IND,81.75,85,167,-3.5,Away,7/1/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
SEA,84,89,DAL,88,69,172,-4,Home,7/1/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
WAS,80.5,69,LOS,87,76,167.5,-6.5,Home,7/2/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
NEW,80,72,ATL,75.5,81,155.5,-4.5,Away,7/2/2017,2017,Home,Home,Under,Underdog,Underdog,,,,,
ATL,79.75,84,DAL,84.25,94,164,-4.5,Home,7/5/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
WAS,81.25,80,PHO,82.25,88,163.5,-1,Home,7/5/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
ATL,79.75,84,DAL,84.25,94,164,-4.5,Home,7/5/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
CONN,85.5,89,SA,77.5,56,163,-8,Away,7/5/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
LOS,80,77,MIN,86.5,88,166.5,-6.5,Home,7/6/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
NEW,78.75,79,SEA,82.75,70,161.5,-4,Home,7/6/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
IND,80.75,68,ATL,79.25,89,160,-1.5,Away,7/7/2017,2017,Home,Home,Under,Underdog,Underdog,,,,,
PHO,82.75,92,SA,71.75,77,154.5,-11,Away,7/7/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
WAS,82.5,92,CONN,85.5,96,168,-3,Home,7/8/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
LOS,84,69,SEA,78.5,81,162.5,-5.5,Away,7/8/2017,2017,Home,Home,Under,Underdog,Underdog,,,,,
WAS,82.5,92,CONN,85.5,96,168,-3,Home,7/8/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
MIN,90.25,76,CHI,76.25,100,166.5,-14,Away,7/8/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
DAL,82,78,ATL,85,98,167,-3,Home,7/9/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
NEW,77.75,69,PHO,82.75,81,160.5,-5,Home,7/9/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SA,74,79,IND,82,72,156,-8,Home,7/12/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
CONN,85.75,83,SEA,82.75,79,168.5,-3,Away,7/12/2017,2017,Away,Away,Under,Favorite,Favorite,Front,,,,
SA,74,79,IND,82,72,156,-8,Home,7/12/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
DAL,88,84,CHI,84.5,90,172.5,-3.5,Away,7/12/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
ATL,78.25,84,PHO,85.25,89,163.5,-7,Home,7/12/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
DAL,88,84,CHI,84.5,90,172.5,-3.5,Away,7/12/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
CONN,80.25,77,LOS,87.25,87,167.5,-7,Home,7/13/2017,2017,Home,Home,Under,Favorite,Favorite,Back,,,,
MIN,86.5,88,PHO,80,71,166.5,-6.5,Away,7/14/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
ATL,77.25,84,SEA,83.75,90,161,-6.5,Home,7/15/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
SA,72.5,75,CONN,87,89,159.5,-14.5,Home,7/16/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
WAS,72.25,55,NEW,78.75,85,151,-6.5,Home,7/16/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
PHO,74.25,66,MIN,89.75,81,164,-15.5,Home,7/16/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
WAS,72.25,55,NEW,78.75,85,151,-6.5,Home,7/16/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
IND,72,62,LOS,86.5,80,158.5,-14.5,Home,7/17/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SA,71.75,75,ATL,81.25,88,153,-9.5,Home,7/18/2017,2017,Home,Home,Over,Favorite,Favorite,,Front,,,
CHI,79.25,94,SEA,85.25,83,164.5,-6,Home,7/18/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
CONN,84.5,80,NEW,82,96,166.5,-2.5,Away,7/19/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
DAL,77.75,74,MIN,91.25,100,169,-13.5,Home,7/19/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
CONN,84.5,80,NEW,82,96,166.5,-2.5,Away,7/19/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
ATL,76.75,84,WAS,80.25,77,157,-3.5,Home,7/19/2017,2017,Away,Away,Over,Underdog,Underdog,Back,,,,
IND,75.25,84,PHO,81.75,77,157,-6.5,Home,7/19/2017,2017,Away,Away,Over,Underdog,Underdog,Front,,,,
ATL,76.75,84,WAS,80.25,77,157,-3.5,Home,7/19/2017,2017,Away,Away,Over,Underdog,Underdog,Back,,,,
CHI,75.75,82,LOS,87.75,80,163.5,-12,Home,7/20/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
IND,79,61,SA,74,85,153,-5,Away,7/20/2017,2017,Home,Home,Under,Underdog,Underdog,Back,,,,
WAS,82,85,SA,75,76,157,-7,Away,7/25/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
CHI,83.75,72,CONN,90.75,93,174.5,-7,Home,7/25/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
NEW,75.75,75,MIN,87.75,76,163.5,-12,Home,7/25/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
PHO,78.5,82,ATL,84.5,84,163,-6,Home,7/25/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
IND,80.5,82,DAL,88,84,168.5,-7.5,Home,7/25/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
SEA,76,60,LOS,85,68,161,-9,Home,7/25/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
NEW,81.5,85,IND,75.5,84,157,-6,Away,7/28/2017,2017,Away,Home,Over,Favorite,Underdog,,,,,
LOS,83,85,SA,71.5,73,154.5,-11.5,Away,7/28/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
DAL,83,93,SEA,89,109,172,-6,Home,7/28/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
MIN,87,90,ATL,79.5,80,166.5,-7.5,Away,7/28/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
PHO,81,86,CHI,86,80,167,-5,Home,7/28/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
IND,74.5,73,CONN,88,89,162.5,-13.5,Home,7/30/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
DAL,79.75,74,LOS,91.75,95,171.5,-12,Home,7/30/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
NEW,84.5,86,CHI,81,82,165.5,-3.5,Away,7/30/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
WAS,84.75,77,ATL,82.75,70,167.5,-2,Away,7/30/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
SA,73,64,PHO,82,81,155,-9,Home,7/30/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SEA,77.25,82,MIN,88.75,93,166,-11.5,Home,7/30/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
NEW,81.5,81,SA,72.5,93,154,-9,Away,8/1/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
ATL,76.75,54,MIN,88.25,69,165,-11.5,Home,8/3/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
PHO,80,92,CONN,88,93,168,-8,Home,8/4/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
SEA,87.25,80,DAL,87.25,93,174.5,PK,Pick,8/4/2017,2017,Home,,Under,,,,,,,
NEW,74.75,74,LOS,83.25,87,158,-8.5,Home,8/4/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
CHI,81.75,81,IND,83.25,70,165,-1.5,Home,8/4/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
WAS,79.5,74,SA,74.5,76,154,-5,Away,8/4/2017,2017,Home,Home,Under,Underdog,Underdog,,,,,
CHI,81.75,81,IND,83.25,70,165,-1.5,Home,8/4/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
ATL,83.5,86,CHI,82,91,165.5,-1.5,Away,8/5/2017,2017,Home,Home,Over,Underdog,Underdog,,Back,,,
PHO,76.75,80,WAS,80.25,85,157,-3.5,Home,8/6/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
MIN,85.75,82,IND,72.75,84,158.5,-13,Away,8/6/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
PHO,76.75,80,WAS,80.25,85,157,-3.5,Home,8/6/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
LOS,89,79,DAL,82.5,85,171.5,-6.5,Away,8/6/2017,2017,Home,Home,Under,Underdog,Underdog,,,,,
MIN,85.5,81,ATL,78.5,72,164,-7,Away,8/8/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
IND,74.75,76,NEW,83.75,81,158.5,-9,Home,8/8/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
MIN,85.5,81,ATL,78.5,72,164,-7,Away,8/8/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
SEA,81.5,71,CONN,87.5,84,169,-6,Home,8/8/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SA,77,74,CHI,84,94,161,-7,Home,8/10/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
NEW,78.75,83,ATL,81.25,77,160,-2.5,Home,8/11/2017,2017,Away,Away,Push,Underdog,Underdog,,Front,,,
LOS,77.75,70,MIN,83.75,64,161.5,-6,Home,8/11/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
DAL,84.5,88,CONN,94,96,178.5,-9.5,Home,8/12/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
ATL,79.25,68,SA,76.25,84,155.5,-3,Away,8/12/2017,2017,Home,Home,Under,Underdog,Underdog,Back,,,,
DAL,84.5,88,CONN,94,96,178.5,-9.5,Home,8/12/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
IND,73,80,WAS,81.5,100,154.5,-8.5,Home,8/12/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
SEA,79.5,98,PHO,85,89,164.5,-5.5,Home,8/12/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
IND,73,80,WAS,81.5,100,154.5,-8.5,Home,8/12/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
LOS,80.5,69,NEW,78,83,158.5,-2.5,Away,8/13/2017,2017,Home,Home,Under,Underdog,Underdog,,,,,
CONN,85.5,96,ATL,81,75,166.5,-4.5,Away,8/15/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
LOS,82.25,95,WAS,76.25,62,158.5,-6,Away,8/16/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
MIN,85.25,61,SEA,78.25,62,163.5,-7,Away,8/16/2017,2017,Home,Home,Under,Underdog,Underdog,,,,,
PHO,82.5,89,WAS,79,79,161.5,-3.5,Away,8/18/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
IND,70,52,MIN,85,111,155,-15,Home,8/18/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
SA,72.25,78,SEA,82.25,79,154.5,-10,Home,8/18/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
NEW,80.75,82,CONN,86.75,70,167.5,-6,Home,8/18/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
ATL,84.25,86,DAL,89.25,90,173.5,-5,Home,8/19/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
MIN,80.5,61,NEW,76,70,156.5,-4.5,Away,8/20/2017,2017,Home,Home,Under,Underdog,Underdog,,,,,
WAS,82,87,IND,76,82,158,-6,Away,8/20/2017,2017,Away,Home,Over,Favorite,Underdog,,,,,
MIN,80.5,61,NEW,76,70,156.5,-4.5,Away,8/20/2017,2017,Home,Home,Under,Underdog,Underdog,,,,,
PHO,83.25,66,CONN,88.25,94,171.5,-5,Home,8/20/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SEA,83.25,103,CHI,85.25,66,168.5,-2,Home,8/20/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
PHO,83.25,66,CONN,88.25,94,171.5,-5,Home,8/20/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
PHO,76.5,69,MIN,84,105,160.5,-7.5,Home,8/22/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
SA,71.25,55,LOS,84.25,75,155.5,-13,Home,8/22/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SEA,84,83,ATL,79.5,89,163.5,-4.5,Away,8/23/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
DAL,84.25,87,CONN,95.75,93,180,-11.5,Home,8/23/2017,2017,Home,Away,Push,Favorite,Underdog,,,,,
SEA,84,83,ATL,79.5,89,163.5,-4.5,Away,8/23/2017,2017,Home,Home,Over,Underdog,Underdog,,,,,
NEW,83,71,IND,73.5,50,156.5,-9.5,Away,8/23/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
LOS,83.25,82,PHO,77.25,67,160.5,-6,Away,8/24/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
CHI,82.25,96,CONN,92.25,83,174.5,-10,Home,8/25/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
MIN,81.5,89,SA,69,70,150.5,-12.5,Away,8/25/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
CHI,82.25,96,CONN,92.25,83,174.5,-10,Home,8/25/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
WAS,76.5,66,NEW,81,74,157.5,-4.5,Home,8/25/2017,2017,Home,Home,Under,Favorite,Favorite,Front,,,,
DAL,84.25,83,WAS,88.75,78,173,-4.5,Home,8/26/2017,2017,Away,Away,Under,Underdog,Underdog,,Back,,,
CHI,76.75,62,NEW,83.75,92,160.5,-7,Home,8/27/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
MIN,76.5,67,LOS,79,78,155.5,-2.5,Home,8/27/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
CHI,76.75,62,NEW,83.75,92,160.5,-7,Home,8/27/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
PHO,79.75,75,SEA,84.75,71,164.5,-5,Home,8/27/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
CONN,83.5,86,WAS,85.5,76,169,-2,Home,8/29/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
MIN,84.75,80,IND,69.75,69,154.5,-15,Away,8/30/2017,2017,Away,Home,Under,Favorite,Underdog,,,,,
DAL,87.75,99,CHI,90.75,96,178.5,-3,Home,8/30/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
SEA,79,87,WAS,81,110,160,-2,Home,9/1/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
CHI,75.75,87,MIN,88.25,110,164,-12.5,Home,9/1/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
ATL,72.5,56,LOS,85.5,81,158,-13,Home,9/1/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SA,68.25,69,NEW,81.25,81,149.5,-13,Home,9/1/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
CONN,85,66,PHO,85,86,170,PK,Pick,9/1/2017,2017,Home,,Under,,,,,,,
SA,68.25,69,NEW,81.25,81,149.5,-13,Home,9/1/2017,2017,Home,Away,Over,Favorite,Underdog,,,,,
SA,73.25,75,IND,77.25,71,150.5,-4,Home,9/2/2017,2017,Away,Away,Under,Underdog,Underdog,Back,,,,
NEW,86,82,DAL,82,81,168,-4,Away,9/3/2017,2017,Away,Home,Under,Favorite,Underdog,,,,,
SEA,85.25,85,CHI,86.75,80,172,-1.5,Home,9/3/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
WAS,74.75,72,MIN,85.75,86,160.5,-11,Home,9/3/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
CONN,76.5,70,LOS,84.5,81,161,-8,Home,9/3/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
ATL,76.5,70,PHO,85,84,161.5,-8.5,Home,9/3/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
CONN,76.5,70,LOS,84.5,81,161,-8,Home,9/3/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
DAL,82.5,76,WAS,89,86,171.5,-6.5,Home,9/6/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
SEA,79.5,69,PHO,84,79,163.5,-4.5,Home,9/6/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
PHO,80.5,88,CONN,86,83,166.5,-5.5,Home,9/10/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
WAS,74.25,82,NEW,79.75,68,154,-5.5,Home,9/10/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
WAS,76,81,MIN,86.5,101,162.5,-10.5,Home,9/12/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
PHO,73.75,66,LOS,82.25,79,156,-8.5,Home,9/12/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
MIN,85.25,81,WAS,78.75,70,164,-6.5,Away,9/17/2017,2017,Away,Away,Under,Favorite,Favorite,,,,,
LOS,80.25,89,PHO,75.75,87,156,-4.5,Away,9/17/2017,2017,Away,Home,Over,Favorite,Underdog,,,,,
LOS,75.75,85,MIN,81.25,84,157,-5.5,Home,9/24/2017,2017,Away,Away,Over,Underdog,Underdog,,,,,
LOS,76,68,MIN,83,70,159,-7,Home,9/26/2017,2017,Home,Away,Under,Favorite,Underdog,,,,,
MIN,75.75,64,LOS,78.75,75,154.5,-3,Home,9/29/2017,2017,Home,Home,Under,Favorite,Favorite,,,,,
MIN,74.75,80,LOS,77.75,69,152.5,-3,Home,10/1/2017,2017,Away,Away,Under,Underdog,Underdog,,,,,
LOS,74.5,76,MIN,79.5,85,154,-5,Home,10/4/2017,2017,Home,Home,Over,Favorite,Favorite,,,,,
PHO,74.5,95,MIN,82.5,85,157,-8,Home,6/1/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
WAS,88,73,LV,81,85,169,-7,Away,6/1/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
PHO,74.5,95,MIN,82.5,85,157,-8,Home,6/1/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
CONN,89.75,110,CHI,80.75,72,170.5,-9,Away,6/1/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
SEA,84.5,90,DAL,87.5,94,172,-3,Home,6/2/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
CONN,89.25,88,WAS,82.75,64,172,-6.5,Away,6/3/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
MIN,76,69,LOS,82,77,158,-6,Home,6/3/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
CONN,89.25,88,WAS,82.75,64,172,-6.5,Away,6/3/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
PHO,80,78,ATL,81.5,71,161.5,-1.5,Home,6/3/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
LV,80,90,CHI,85,95,165,-5,Home,6/3/2018,2018,Home,Push,Over,Favorite,Underdog,,,,,
PHO,80,78,ATL,81.5,71,161.5,-1.5,Home,6/3/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
PHO,78.25,80,NEW,80.75,74,159,-2.5,Home,6/5/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
CONN,85.75,77,ATL,79.25,82,165,-6.5,Away,6/5/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
CONN,85.5,88,NEW,80,86,165.5,-5.5,Away,6/7/2018,2018,Away,Home,Over,Favorite,Underdog,,,,,
SEA,80,88,LOS,88,63,168,-8,Home,6/7/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
CONN,85.5,88,NEW,80,86,165.5,-5.5,Away,6/7/2018,2018,Away,Home,Over,Favorite,Underdog,,,,,
MIN,81.75,88,WAS,77.25,80,159,-4.5,Away,6/7/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
DAL,87,89,IND,80,83,167,-7,Away,6/8/2018,2018,Away,Home,Over,Favorite,Underdog,,,,,
ATL,83.75,87,LV,79.25,83,163,-4.5,Away,6/8/2018,2018,Away,Home,Over,Favorite,Underdog,,,,,
DAL,87,89,IND,80,83,167,-7,Away,6/8/2018,2018,Away,Home,Over,Favorite,Underdog,,,,,
CHI,79.25,79,PHO,88.75,96,168,-9.5,Home,6/8/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
MIN,81,75,CONN,86.5,89,167.5,-5.5,Home,6/9/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
